"Player_Name","Nation","Position_1","Position_2","Team_Name","Age","Birth_Year","Matches_Played_By_Player","Player_Starts","Player_Minutes_Played","Gls_By_Player","Ast_By_Player","PK_By_Player","Pkatt_By_Player","CrdY_By_Player","CrdR_By_Player","Season_Year","Player_SH","Player_SoT","Player_FK","Player_KP_Ast","Player_Total_Cmp_Passes","Player_Total_Att_Passes","Player_Short_Cmp_Passes","Player_Short_Att_Passes","Player_Medium_Cmp_Passes","Player_Medium_Att_Passes","Player_Long_Cmp_Passes","Player_Long_Att_Passes","Player_Passes_Left_Foot","Player_Passes_Right_Foot","Player_Passes_Through_Ball","Player_Passes_FK","Corner_Kicks","Thrown_Ins","Passes_Into_Final_Third","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","X2CrdY","Fls_Committed","Fld_Drawn","Offside","Crosses","TklW","Interception","PKwon","PKcon","OG","Succ_Dribbles","Att_Dribbles","Succ_Players_Dribbled_Past","Nutmegs","Dribblers_Tkl","Dribblers_Att_tkl","Dribbled_Past_By_Opp","Season_End_Team_Ranking","Team_MP","Team_Wins","Team_Ties","Team_Losses","Team_GF","Team_GA","Team_Season_End_Pts","Audience_Attendance"
"Shane Long\Shane-Long","IRL","FW",NA,"Southampton",30,1987,30,15,1582,2,1,0,0,6,0,"2017-18",33,13,0,18,269,418,10,34,228,321,31,63,59,236,0,0,0,3,14,3,1,0,34,40,15,21,9,13,1,0,0,6,12,6,1,17,33,16,17,38,7,15,16,37,56,36,"30,794"
"Ademola Lookman\Ademola-Lookman"," ENG","MF","FW","Everton",19,1997,7,1,159,0,0,0,0,0,0,"2017-18",3,0,0,2,37,48,0,3,32,39,5,6,10,35,0,0,0,0,2,0,0,0,5,3,0,2,2,1,0,0,0,6,10,7,0,2,3,1,8,38,13,10,15,44,58,49,"38,797"
"Jonas L?ssl\Jonas-Lossl","DEN","GK",NA,"Huddersfield",28,1989,38,38,3420,0,1,0,0,1,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,38,9,10,19,28,58,37,"24,040"
"Dejan Lovren\Dejan-Lovren","CRO","DF",NA,"Liverpool",28,1989,29,24,2127,2,1,0,0,4,0,"2017-18",14,5,0,7,1543,1759,14,22,1047,1138,482,599,326,1228,12,0,0,1,96,9,1,0,15,7,1,4,12,40,0,1,0,0,0,0,0,26,37,11,4,38,21,12,5,84,38,75,"53,049"
"Chris L?we\Chris-Lowe","GER","DF",NA,"Huddersfield",28,1989,23,19,1588,0,0,0,0,1,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,38,9,10,19,28,58,37,"24,040"
"Matthew Lowton\Matthew-Lowton"," ENG","DF",NA,"Burnley",28,1989,26,25,2295,0,3,0,0,1,0,"2017-18",4,0,0,14,766,1153,7,36,513,646,246,471,74,739,12,2,0,230,65,15,5,0,19,18,1,73,27,44,0,0,0,11,18,13,0,45,82,37,7,38,14,12,12,36,39,54,"20,688"
"David Luiz\David-Luiz","BRA","DF","MF","Chelsea",30,1987,10,9,840,1,0,0,0,4,1,"2017-18",11,4,2,1,408,485,3,8,240,264,165,213,98,350,15,0,0,0,36,2,0,0,13,15,0,1,7,24,0,0,0,2,3,3,0,16,28,12,5,38,21,7,10,62,38,70,"41,282"
"Romelu Lukaku\Romelu-Lukaku","BEL","FW",NA,"Manchester Utd",24,1993,34,33,2867,16,7,0,1,4,0,"2017-18",82,40,3,32,493,747,28,71,415,579,50,97,386,182,0,4,0,1,33,31,1,0,31,16,19,36,3,3,0,0,0,35,50,37,0,6,17,11,2,38,25,6,7,68,28,81,"74,976"
"Dodi Lukebakio\Dodi-Lukebakio","COD","MF",NA,"Watford",19,1997,1,0,16,0,0,0,0,0,0,"2017-18",1,0,0,1,6,8,0,0,3,3,3,5,7,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,14,38,11,8,19,44,64,41,"20,231"
"Levi Lumeka\Levi-Lumeka"," ENG","FW",NA,"Crystal Palace",18,1998,1,0,26,0,0,0,0,0,0,"2017-18",1,0,0,0,5,11,0,2,5,6,0,3,6,5,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,1,2,1,0,1,1,0,11,38,11,11,16,45,55,44,"25,063"
"Harry Maguire\Harry-Maguire"," ENG","DF",NA,"Leicester City",24,1993,38,38,3420,2,4,0,0,7,0,"2017-18",34,8,0,14,1334,1729,13,38,808,968,513,723,175,1239,29,0,0,14,150,7,1,0,34,29,4,15,37,60,0,1,0,26,34,31,0,56,80,24,9,38,12,11,15,56,60,47,"31,583"
"Riyad Mahrez\Riyad-Mahrez","ALG","MF","FW","Leicester City",26,1991,36,34,2950,12,10,0,0,2,0,"2017-18",73,36,8,58,1059,1447,31,76,755,923,273,448,1178,133,84,9,91,32,124,49,7,0,23,56,11,160,22,22,0,0,0,65,121,80,3,35,71,36,9,38,12,11,15,56,60,47,"31,583"
"Ainsley Maitland-Niles\Ainsley-Maitland-Niles"," ENG","DF","MF","Arsenal",19,1997,15,8,914,0,0,0,0,1,0,"2017-18",5,0,0,6,500,599,9,25,408,460,83,114,118,408,3,0,0,57,32,12,3,0,10,5,0,20,16,14,0,1,0,19,24,20,0,28,43,15,6,38,19,6,13,74,51,63,"59,323"
"Scott Malone\Scott-Malone"," ENG","DF",NA,"Huddersfield",26,1991,22,12,1119,0,1,0,0,3,0,"2017-18",9,2,0,9,446,663,7,29,341,446,98,188,433,41,1,0,0,130,32,12,4,0,19,9,0,45,19,26,0,1,0,17,29,20,1,34,40,6,16,38,9,10,19,28,58,37,"24,040"
"Sadio Man?\Sadio-Mane","SEN","FW","MF","Liverpool",25,1992,29,28,2190,10,7,0,0,3,1,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,38,21,12,5,84,38,75,"53,049"
"Eliaquim Mangala\Eliaquim-Mangala","FRA","DF",NA,"Manchester City",26,1991,9,4,488,0,0,0,0,0,0,"2017-18",3,0,0,2,308,341,4,8,227,237,77,96,242,80,5,0,0,0,17,1,1,0,2,1,0,0,5,6,0,0,0,0,1,0,0,6,8,2,1,38,32,4,2,106,27,100,"54,070"
"Eliaquim Mangala\Eliaquim-Mangala","FRA","DF",NA,"Everton",26,1991,2,2,134,0,0,0,0,0,0,"2017-18",1,0,0,0,54,67,0,0,32,39,22,28,42,21,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,2,3,3,0,1,1,0,8,38,13,10,15,44,58,49,"38,797"
"Javier Manquillo\Javier-Manquillo","ESP","DF",NA,"Newcastle Utd",23,1994,21,20,1758,0,1,0,0,2,0,"2017-18",2,0,0,10,533,739,13,34,447,552,73,153,114,383,2,0,2,166,35,8,4,0,22,12,2,29,16,22,0,1,0,8,14,9,2,30,44,14,10,38,12,8,18,39,47,44,"51,992"
"Solly March\Solly-March"," ENG","MF","FW","Brighton",23,1994,36,18,1851,1,1,0,0,3,0,"2017-18",30,9,1,16,516,737,14,59,392,483,110,195,592,84,4,0,15,6,25,14,5,0,29,23,7,99,31,15,1,0,0,48,73,51,2,53,84,31,15,38,9,13,16,34,54,40,"30,403"
"Adrian Mariappa\Adrian-Mariappa","JAM","DF",NA,"Watford",30,1986,28,24,2210,0,0,0,0,4,0,"2017-18",8,2,0,4,764,1032,12,33,544,660,208,339,82,738,4,0,0,50,62,4,0,0,32,16,0,4,16,46,0,0,0,4,7,4,0,38,62,24,14,38,11,8,19,44,64,41,"20,231"
"Joío Mˇrio\Joao-Mario","POR","FW","MF","West Ham",24,1993,13,12,1022,2,1,0,0,0,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,38,10,12,16,48,68,42,"56,885"
"Anthony Martial\Anthony-Martial","FRA","FW","MF","Manchester Utd",21,1995,30,18,1582,9,5,1,1,1,0,"2017-18",48,15,0,31,608,782,24,62,531,623,53,97,125,628,4,4,5,6,38,27,5,0,17,28,8,49,10,4,1,0,0,39,77,49,2,14,18,4,2,38,25,6,7,68,28,81,"74,976"
"Cuco Martina\Cuco-Martina","CUW","DF",NA,"Everton",27,1989,21,20,1830,0,2,0,0,2,0,"2017-18",3,2,0,12,757,994,10,28,589,678,158,288,134,611,5,0,0,170,52,19,13,0,26,10,1,45,36,46,0,0,0,3,7,3,0,56,76,20,8,38,13,10,15,44,58,49,"38,797"
"Bruno Martins Indi\Bruno-Martins-Indi","NED","DF",NA,"Stoke City",25,1992,17,14,1243,0,0,0,0,3,0,"2017-18",3,0,0,3,292,371,2,6,187,226,103,139,246,64,6,0,0,8,29,3,2,0,12,6,1,4,8,19,0,0,0,0,0,0,0,15,23,8,19,38,7,12,19,35,68,33,"29,280"
"Arthur Masuaku\Arthur-Masuaku","COD","MF","DF","West Ham",23,1993,27,21,1870,0,3,0,0,5,0,"2017-18",7,3,0,18,641,901,16,60,524,630,101,211,698,49,2,1,0,102,32,16,8,0,30,30,2,100,35,27,0,0,0,46,75,49,1,53,88,35,13,38,10,12,16,48,68,42,"56,885"
"Juan Mata\Juan-Mata","ESP","FW","MF","Manchester Utd",29,1988,28,23,1922,3,5,0,0,1,0,"2017-18",28,10,4,52,1092,1334,40,71,854,963,198,300,1133,173,31,2,53,14,74,26,4,0,12,20,18,112,8,14,0,0,0,16,22,18,4,14,29,15,2,38,25,6,7,68,28,81,"74,976"
"Nemanja Mati?\Nemanja-Matic","SRB","MF",NA,"Manchester Utd",28,1988,36,35,3118,1,1,0,0,6,0,"2017-18",22,2,0,25,2223,2561,43,92,1612,1762,568,707,2035,367,49,0,1,13,212,24,1,0,33,22,2,18,50,67,0,0,0,35,47,37,0,68,124,56,2,38,25,6,7,68,28,81,"74,976"
"Jo?l Matip\Joel-Matip","CMR","DF",NA,"Liverpool",25,1991,25,22,1997,1,0,0,0,3,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,38,21,12,5,84,38,75,"53,049"
"Konstantinos Mavropanos\Konstantinos-Mavropanos","GRE","DF",NA,"Arsenal",19,1997,3,3,195,0,0,0,0,0,1,"2017-18",0,0,0,0,84,97,1,3,57,62,26,32,28,61,0,0,0,0,6,0,0,0,2,3,0,0,1,7,0,0,0,0,0,0,0,2,4,2,6,38,19,6,13,74,51,63,"59,323"
"Alfie Mawson\Alfie-Mawson"," ENG","DF",NA,"Swansea City",23,1994,38,38,3420,2,1,0,0,3,0,"2017-18",17,6,0,6,1379,1733,11,35,804,937,564,761,393,1120,29,0,0,5,104,4,0,0,19,11,1,3,21,43,0,0,0,16,22,17,0,35,51,16,18,38,8,9,21,28,56,33,"20,623"
"Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting","CMR","FW","MF","Stoke City",28,1989,30,26,2314,5,5,0,0,3,0,"2017-18",57,17,0,21,477,697,20,62,399,527,58,108,127,466,2,2,0,5,27,19,3,0,22,24,14,38,21,23,0,0,0,54,98,64,1,37,54,17,19,38,7,12,19,35,68,33,"29,280"
"Chancel Mbemba\Chancel-Mbemba","COD","DF",NA,"Newcastle Utd",22,1994,9,7,672,0,0,0,0,0,0,"2017-18",0,0,0,4,191,266,1,7,151,184,39,75,41,152,0,0,0,46,15,6,3,0,5,4,0,7,8,15,0,0,0,11,11,11,0,12,20,8,10,38,12,8,18,39,47,44,"51,992"
"James McArthur\James-McArthur"," SCO","MF","FW","Crystal Palace",29,1987,33,27,2431,5,1,0,0,5,0,"2017-18",31,10,0,21,855,1084,24,54,669,788,162,242,264,705,4,0,0,6,82,8,0,0,45,29,0,11,35,43,0,0,0,18,26,18,0,62,98,36,11,38,11,11,16,45,55,44,"25,063"
"Gareth McAuley\Gareth-McAuley"," NIR","DF",NA,"West Brom",37,1979,9,5,458,0,0,0,0,0,0,"2017-18",0,0,0,0,93,141,4,8,52,73,37,60,11,101,5,0,0,1,14,2,0,0,2,2,0,1,4,11,0,0,0,1,1,1,0,6,12,6,20,38,6,13,19,31,56,31,"24,520"
"Oliver McBurnie\Oliver-McBurnie"," SCO","FW",NA,"Swansea City",21,1996,11,2,276,0,1,0,0,0,0,"2017-18",5,2,0,1,68,98,3,11,61,79,4,8,4,67,0,0,0,0,4,3,1,0,4,4,0,3,1,1,0,0,0,3,4,3,0,2,6,4,18,38,8,9,21,28,56,33,"20,623"
"Alex McCarthy\Alex-McCarthy"," ENG","GK",NA,"Southampton",27,1989,18,18,1620,0,0,0,0,2,0,"2017-18",0,0,0,0,152,341,2,2,42,44,108,295,25,254,37,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,38,7,15,16,37,56,36,"30,794"
"James McCarthy\James-McCarthy","IRL","MF",NA,"Everton",26,1990,4,3,205,0,0,0,0,0,0,"2017-18",1,0,0,1,75,102,0,4,61,72,14,26,28,64,1,0,0,1,7,1,0,0,3,2,0,2,4,6,0,0,0,3,4,3,0,8,12,4,8,38,13,10,15,44,58,49,"38,797"
"James McClean\James-McClean","IRL","MF","FW","West Brom",28,1989,30,14,1406,1,0,0,0,7,0,"2017-18",30,6,1,14,294,463,15,49,232,296,47,118,383,37,2,0,12,6,12,20,15,0,35,13,5,88,23,20,0,0,1,20,40,23,3,38,75,37,20,38,6,13,19,31,56,31,"24,520"
"Sam McQueen\Sam-McQueen"," ENG","DF","FW","Southampton",22,1995,7,1,148,0,0,0,0,0,0,"2017-18",1,0,0,4,56,78,2,6,49,61,5,11,53,9,1,0,0,9,4,1,0,0,0,0,1,4,3,3,0,0,0,2,3,2,0,5,7,2,17,38,7,15,16,37,56,36,"30,794"
"Scott McTominay\Scott-McTominay"," SCO","MF",NA,"Manchester Utd",20,1996,13,7,634,0,0,0,0,2,0,"2017-18",3,0,0,2,305,348,9,14,231,254,65,80,25,297,2,0,0,0,35,3,1,0,7,15,0,4,13,15,0,0,0,3,4,3,0,13,20,7,2,38,25,6,7,68,28,81,"74,976"
"Ben Mee\Ben-Mee"," ENG","DF",NA,"Burnley",27,1989,29,29,2610,0,0,0,0,5,0,"2017-18",25,7,1,5,820,1109,11,30,499,609,310,470,753,118,13,0,0,4,76,3,0,0,14,29,3,4,17,38,0,0,0,6,6,6,0,31,49,18,7,38,14,12,12,36,39,54,"20,688"
"Benjamin Mendy\Benjamin-Mendy","FRA","DF",NA,"Manchester City",23,1994,7,4,363,0,1,0,0,2,0,"2017-18",7,1,0,6,198,254,5,15,162,194,31,45,197,9,1,0,0,32,17,10,7,0,6,1,0,39,3,8,0,0,0,2,5,2,0,5,8,3,1,38,32,4,2,106,27,100,"54,070"
"Mikel Merino\Mikel-Merino","ESP","MF",NA,"Newcastle Utd",21,1996,24,14,1347,1,1,0,0,4,0,"2017-18",16,6,0,15,639,805,23,34,477,568,139,203,659,63,8,0,1,2,77,11,1,0,30,30,0,4,31,37,0,0,0,26,39,27,1,48,85,37,10,38,12,8,18,39,47,44,"51,992"
"Per Mertesacker\Per-Mertesacker","GER","DF",NA,"Arsenal",32,1984,6,4,366,1,0,0,0,0,0,"2017-18",4,2,0,0,221,244,2,5,138,151,81,88,49,162,2,0,0,0,10,0,0,0,2,4,0,0,2,6,0,0,0,0,0,0,0,2,2,0,6,38,19,6,13,74,51,63,"59,323"
"Roque Mesa\Roque-Mesa","ESP","MF",NA,"Swansea City",28,1989,11,9,754,0,0,0,0,3,0,"2017-18",7,1,0,6,403,463,2,12,304,333,97,118,130,299,8,0,0,1,30,3,0,0,14,10,0,2,12,13,0,1,0,6,6,6,0,17,40,23,18,38,8,9,21,28,56,33,"20,623"
"Simon Mignolet\Simon-Mignolet","BEL","GK",NA,"Liverpool",29,1988,19,19,1710,0,0,0,0,3,0,"2017-18",0,0,0,0,364,504,2,3,228,231,134,270,36,370,29,0,0,0,7,0,0,0,2,2,0,0,0,0,0,1,0,2,2,2,0,0,2,2,4,38,21,12,5,84,38,75,"53,049"
"Luka Milivojevi?\Luka-Milivojevic","SRB","MF",NA,"Crystal Palace",26,1991,36,35,3080,10,1,6,7,8,0,"2017-18",34,9,9,20,1340,1687,27,54,918,1052,395,581,297,1229,42,0,25,6,189,17,1,0,69,34,1,40,49,80,0,0,0,26,34,29,0,74,128,54,11,38,11,11,16,45,55,44,"25,063"
"James Milner\James-Milner"," ENG","MF",NA,"Liverpool",31,1986,32,16,1775,0,3,0,0,3,0,"2017-18",22,7,1,39,1306,1594,23,49,974,1089,309,456,132,1385,25,1,55,22,200,31,3,0,29,22,0,124,30,23,0,0,0,11,18,12,1,50,84,34,4,38,21,12,5,84,38,75,"53,049"
"Tyrone Mings\Tyrone-Mings"," ENG","DF",NA,"Bournemouth",24,1993,4,3,201,0,0,0,0,1,0,"2017-18",1,0,0,1,87,115,1,4,59,66,27,45,100,6,3,0,0,1,6,0,0,0,2,1,0,1,2,5,0,0,0,0,0,0,0,2,2,0,12,38,11,11,16,45,61,44,"10,641"
"Kevin Mirallas\Kevin-Mirallas","BEL","FW","MF","Everton",29,1987,5,2,138,0,0,0,0,1,0,"2017-18",4,2,0,1,47,59,2,4,32,40,13,15,5,50,1,0,1,0,5,1,0,0,1,2,0,4,2,0,0,0,0,4,4,4,0,2,3,1,8,38,13,10,15,44,58,49,"38,797"
"Aleksandar Mitrovi?\Aleksandar-Mitrovic","SRB","FW",NA,"Newcastle Utd",22,1994,6,0,95,1,0,0,0,0,0,"2017-18",5,3,0,2,39,54,2,6,34,41,3,7,5,36,0,0,0,1,0,0,0,0,2,5,1,0,1,0,0,0,0,1,3,1,0,1,2,1,10,38,12,8,18,39,47,44,"51,992"
"Henrikh Mkhitaryan\Henrikh-Mkhitaryan","ARM","MF","FW","Manchester Utd",28,1989,15,11,922,1,5,0,0,2,0,"2017-18",15,5,0,28,435,566,18,35,354,413,63,118,149,383,6,0,26,3,32,16,1,0,9,12,2,52,8,10,0,0,0,10,28,12,2,12,26,14,2,38,25,6,7,68,28,81,"74,976"
"Henrikh Mkhitaryan\Henrikh-Mkhitaryan","ARM","FW","MF","Arsenal",28,1989,11,9,794,2,4,0,0,0,0,"2017-18",21,11,1,16,355,481,10,22,300,368,45,91,90,369,3,1,18,2,24,14,1,0,14,17,2,33,7,10,1,1,0,14,22,14,0,18,29,11,6,38,19,6,13,74,51,63,"59,323"
"Nacho Monreal\Nacho-Monreal","ESP","DF",NA,"Arsenal",31,1986,28,26,2243,5,2,0,0,3,0,"2017-18",21,8,0,12,1546,1766,31,57,1201,1321,314,388,1371,208,12,0,1,36,148,11,4,0,19,17,2,33,22,60,0,1,0,2,7,2,0,49,77,28,6,38,19,6,13,74,51,63,"59,323"
"Aaron Mooy\Aaron-Mooy","AUS","MF",NA,"Huddersfield",26,1990,36,34,3067,4,3,1,1,4,0,"2017-18",29,6,3,49,1539,2064,41,110,1179,1384,319,570,515,1430,68,2,76,1,163,24,7,0,26,17,2,187,40,38,0,0,0,15,25,16,0,86,130,44,16,38,9,10,19,28,58,37,"24,040"
"Êlvaro Morata\Alvaro-Morata","ESP","FW",NA,"Chelsea",24,1992,31,24,2061,11,6,0,0,7,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,21,7,10,62,38,70,"41,282"
"Alberto Moreno\Alberto-Moreno","ESP","DF",NA,"Liverpool",25,1992,16,14,1266,0,0,0,0,1,0,"2017-18",12,2,1,15,752,936,10,29,592,664,150,243,757,21,6,1,3,108,41,19,6,0,8,19,0,51,27,12,0,0,0,7,9,7,0,35,50,15,4,38,21,12,5,84,38,75,"53,049"
"Wes Morgan\Wes-Morgan","JAM","DF",NA,"Leicester City",33,1984,32,32,2817,0,0,0,0,4,0,"2017-18",12,2,0,4,732,913,13,21,533,628,186,264,103,628,6,0,0,4,42,3,0,0,31,13,1,0,23,32,0,0,0,6,8,6,0,32,41,9,9,38,12,11,15,56,60,47,"31,583"
"James Morrison\James-Morrison"," SCO","MF",NA,"West Brom",31,1986,4,2,207,1,0,0,0,0,0,"2017-18",4,2,0,3,79,94,5,7,62,72,12,15,19,69,1,0,0,0,6,1,0,0,0,1,0,2,1,1,0,0,0,1,1,1,0,2,9,7,20,38,6,13,19,31,56,31,"24,520"
"Victor Moses\Victor-Moses","NGA","MF","DF","Chelsea",26,1990,28,25,2110,3,3,0,0,3,0,"2017-18",37,11,0,21,765,1050,15,60,611,750,139,240,157,689,0,0,0,138,22,6,2,0,23,27,9,90,21,17,1,0,0,21,35,26,0,38,47,9,5,38,21,7,10,62,38,70,"41,282"
"Steve Mouni?\Steve-Mounie","BEN","FW",NA,"Huddersfield",22,1994,28,21,1855,7,1,0,0,2,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,38,9,10,19,28,58,37,"24,040"
"Lucas Moura\Lucas-Moura","BRA","FW","MF","Tottenham",24,1992,6,2,210,0,1,0,0,0,0,"2017-18",5,2,0,6,93,114,2,5,79,92,12,17,5,102,0,0,0,0,7,6,0,0,4,7,0,1,0,3,0,0,0,5,10,6,0,2,3,1,3,38,23,8,7,74,36,77,"67,953"
"Lys Mousset\Lys-Mousset","FRA","FW","MF","Bournemouth",21,1996,23,4,596,2,0,0,0,1,0,"2017-18",22,6,0,3,104,174,4,17,87,132,13,25,14,143,0,1,0,1,8,6,1,0,11,10,0,10,4,2,0,0,0,19,33,21,2,5,12,7,12,38,11,11,16,45,61,44,"10,641"
"Jacob Murphy\Jacob-Murphy"," ENG","FW","MF","Newcastle Utd",22,1995,25,13,1148,1,1,0,0,0,0,"2017-18",23,7,0,10,200,326,6,25,167,227,27,74,67,232,2,0,3,2,11,11,3,0,8,9,0,38,8,2,0,0,0,26,42,31,0,11,29,18,10,38,12,8,18,39,47,44,"51,992"
"Jamie Murphy\Jamie-Murphy"," SCO","MF",NA,"Brighton",27,1989,4,1,168,0,0,0,0,0,0,"2017-18",1,0,0,1,37,45,1,5,33,37,3,3,8,36,1,0,0,0,1,0,0,0,1,5,1,2,1,1,0,0,0,3,5,3,0,2,4,2,15,38,9,13,16,34,54,40,"30,403"
"Glenn Murray\Glenn-Murray"," ENG","FW",NA,"Brighton",33,1983,35,25,2192,12,0,4,6,9,0,"2017-18",49,21,0,15,376,642,22,61,321,520,33,61,60,342,1,1,0,0,27,5,0,0,60,50,36,9,8,5,3,0,0,2,13,5,1,13,25,12,15,38,9,13,16,34,54,40,"30,403"
"Charly Musonda Jr.\Charly-Musonda-Jr","BEL","FW",NA,"Chelsea",20,1996,3,0,37,0,0,0,0,0,0,"2017-18",2,0,0,1,14,16,0,0,11,13,3,3,0,15,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,5,38,21,7,10,62,38,70,"41,282"
"Shkodran Mustafi\Shkodran-Mustafi","GER","DF",NA,"Arsenal",25,1992,27,25,2273,3,1,0,0,6,0,"2017-18",16,6,0,6,1466,1742,12,22,948,1064,506,656,68,1454,18,0,0,3,121,5,0,0,26,13,2,12,32,56,0,0,0,1,2,1,0,62,89,27,6,38,19,6,13,74,51,63,"59,323"
"Boaz Myhill\Boaz-Myhill"," WAL","GK",NA,"West Brom",34,1982,1,1,90,0,0,0,0,1,0,"2017-18",0,0,0,0,8,15,0,0,1,1,7,14,4,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,6,13,19,31,56,31,"24,520"
"Georges-K?vin N'Koudou\Georges-Kevin-NKoudou","FRA","MF",NA,"Tottenham",22,1995,1,0,1,0,0,0,0,0,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,38,23,8,7,74,36,77,"67,953"
"Georges-K?vin N'Koudou\Georges-Kevin-NKoudou","FRA","MF","FW","Burnley",22,1995,8,2,228,0,0,0,0,1,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,38,14,12,12,36,39,54,"20,688"
"Luciano Narsingh\Luciano-Narsingh","NED","FW","MF","Swansea City",26,1990,18,5,625,1,0,0,0,0,0,"2017-18",10,5,0,10,158,213,3,16,136,165,19,32,34,172,1,0,0,0,10,3,0,0,3,11,4,23,4,3,0,0,0,15,28,16,1,5,10,5,18,38,8,9,21,28,56,33,"20,623"
"Kyle Naughton\Kyle-Naughton"," ENG","DF","MF","Swansea City",28,1988,34,34,3030,0,2,0,0,1,0,"2017-18",12,1,0,9,1476,2028,29,90,1144,1394,303,544,115,1441,15,0,0,324,175,13,4,0,31,25,0,61,48,69,0,0,1,32,50,32,1,87,133,46,18,38,8,9,21,28,56,33,"20,623"
"Badou Ndiaye\Badou-Ndiaye","SEN","MF",NA,"Stoke City",26,1990,13,13,1138,2,1,0,0,5,0,"2017-18",20,6,0,5,281,356,13,19,207,247,61,90,71,245,6,0,0,3,33,6,1,0,24,21,2,5,19,14,0,2,0,10,20,12,0,38,63,25,19,38,7,12,19,35,68,33,"29,280"
"Wilfred Ndidi\Wilfred-Ndidi","NGA","MF",NA,"Leicester City",20,1996,33,33,2898,0,3,0,0,8,4,"2017-18",38,5,0,11,1259,1686,34,78,948,1183,277,425,224,1186,1,1,1,2,118,8,1,2,63,27,1,9,74,56,1,1,0,17,32,17,1,123,190,67,9,38,12,11,15,56,60,47,"31,583"
"Reiss Nelson\Reiss-Nelson"," ENG","MF","FW","Arsenal",17,1999,3,2,145,0,0,0,0,0,0,"2017-18",2,1,0,1,77,84,1,3,68,70,8,11,9,73,0,0,0,0,3,3,0,0,0,2,0,1,1,2,0,0,0,3,6,3,0,2,2,0,6,38,19,6,13,74,51,63,"59,323"
"Julien Ngoy\Julien-Ngoy","BEL","FW","MF","Stoke City",19,1997,1,0,20,0,0,0,0,0,0,"2017-18",0,0,0,0,4,5,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,19,38,7,12,19,35,68,33,"29,280"
"Oumar Niasse\Oumar-Niasse","SEN","FW",NA,"Everton",27,1990,22,10,1087,8,2,0,0,2,0,"2017-18",37,18,0,11,156,255,11,30,135,200,10,25,33,167,0,1,1,2,7,7,2,0,30,14,20,9,2,4,1,0,0,15,26,20,0,6,9,3,8,38,13,10,15,44,58,49,"38,797"
